name,brand,sale,processor_type,processor,fab,ram_type,rom_type,display_type,size,curved_display,refresh_rate,hbm,protection,ppi,battery,charging_speed,thickness,back_material,frame_material,weight,launch_date,camera_number,useful_camera_number,main,camera_sensor_name,ultrawide,third,third_mp,fourth,fourth_mp,rear_video,front,front_video,colors,antutu,geekbench_single,geekbench_multiple,speaker,wireless_charging,ip_rating,price
Moto G37,Motorola,Both,Mediatek,Dimensity 6400,6,LPDDR4X,UFS 2.2,IPS LCD,6.6,0,120,1050,"Corning, GG 7i",264,5200,20,7.85,Plastic,Plastic,191,19-05-2026,2,1,50,,,Useless,2,,,"2, 30",8,"1, 30",2,596993,791,1307,Stereo,0,64,14000
Moto G37 Power,Motorola,Both,Mediatek,Dimensity 6400,6,LPDDR4X,UFS 2.2,IPS LCD,6.6,0,120,1050,"Corning, GG 7i",264,7000,30,8.9,Plastic,Plastic,215,19-05-2026,2,1,50,,,Useless,2,,,"2, 30",8,"1, 30",3,596993,791,1307,Stereo,0,64,16000
Moto G45,Motorola,Online,Snapdragon,6s gen 3,6,LPDDR4X,UFS 2.2,IPS LCD,6.5,0,120,600,"Corning, GG 3",270,5000,18,8,Plastic,Plastic,183,21-08-2024,2,1,50,,,Useless,2,,,"1, 30",16,"1, 30",3,480000,945,2000,Stereo,0,52,11000
Moto G57 Power,Motorola,Both,Snapdragon,6s Gen 4,4,LPDDR4X,UFS 2.2,IPS LCD,6.72,0,120,1050,"Corning, GG 7i",392,7000,33,8.6,Leather,Plastic,211,24-11-2025,2,2,50,Sony LYT 600,8,,,,,"2, 30",8,"2, 30",3,799702,1072,2595,Stereo,0,64,16000
Moto G67 Power,Motorola,Both,Snapdragon,7s Gen 2,4,LPDDR4X,UFS 2.2,IPS LCD,6.7,0,120,,"Corning, GG 7i",392,7000,30,8.6,Plastic,Plastic,210,05-11-2025,2,2,50,Sony LYT 600,8,,,,,"4, 30",32,"4, 30",3,841708,1022,2917,Stereo,0,64,16000
Moto G86 Power,Motorola,Both,Mediatek,Dimensity 7400,4,LPDDR4X,UFS 2.2,Amoled,6.67,0,120,,"Corning, GG 7i",446,6720,33,8.6,Leather,Plastic,195,30-07-2025,2,2,50,Sony LYT 600,8,,,,,"4, 30",32,"4, 30",3,686080,1055,3015,Stereo,0,69,18000
Moto G96,Motorola,Both,Snapdragon,7s Gen 2,4,LPDDR4X,UFS 2.2,Amoled,6.67,1,144,1600,"Corning, GG 5",395,5500,33,7.9,Leather,Plastic,177,09-07-2025,2,2,50,Sony LYT 700,8,,,,,"4, 30",32,"4, 30",4,623382,1017,2780,Stereo,0,68,18000
Moto Signature,Motorola,Both,Snapdragon,8 Gen 5,3,LPDDR5X,UFS 4.1,Amoled,6.8,1,165,2100,"Corning, GG Victus 2",449,5200,90,7,Leather,Aluminium,187,23-01-2026,3,3,50,Sony LYT 828,50,Telephoto - 3x,50,,,"4, 60",50,"4, 60",2,2858670,2854,9411,Stereo,1,69,60000
Nothing Phone 1,Nothing,Both,Snapdragon,778G+,6,LPDDR5,UFS 3.1,Amoled,6.55,0,120,700,"Corning, GG 5",402,4500,33,8.3,Glass,Aluminium,194,12-07-2022,2,2,50,Sony IMX 766,50,,,,,"4, 30",16,"1, 30",2,592789,1009,2857,Stereo,1,53,33000
Nothing Phone 2,Nothing,Both,Snapdragon,8+ Gen 1,4,LPDDR5,UFS 3.1,Amoled,6.7,0,120,1600,"Corning, GG 5",394,4700,45,8.6,Glass,Aluminium,201,11-07-2023,2,2,50,Sony IMX 890,50,,,,,"4, 60",32,"1, 30",2,972126,1640,4221,Stereo,0,54,45000
Nothing Phone 2a,Nothing,Both,Mediatek,Dimensity 7200,4,LPDDR4X,UFS 2.2,Amoled,6.7,0,120,1100,"Corning, GG 5",394,5000,45,8.6,Plastic,Plastic,190,05-03-2024,2,2,50,Samsung GN 9,50,,,,,"4, 30",32,"1, 60",4,684574,1092,2484,Stereo,0,54,24000
Nothing Phone 2a+,Nothing,Both,Mediatek,Dimensity 7350,4,LPDDR4X,UFS 2.2,Amoled,6.7,0,120,1100,"Corning, GG 5",394,5000,50,8.5,Plastic,Plastic,190,31-07-2024,2,2,50,Samsung GN 9,50,,,,,"4, 30",50,"4, 30",3,774023,1106,2529,Stereo,0,54,28000
Nothing Phone 3,Nothing,Both,Snapdragon,8s Gen 4,4,LPDDR5X,UFS 4.0,Amoled,6.67,0,120,,"Corning, GG 7i",460,5500,65,9,Glass,Aluminium,218,01-07-2025,3,3,50,Omnivision,50,Telephoto - 3x,50,,,"4, 60",50,"4, 60",2,1946119,2067,6577,Stereo,1,68,80000
Nothing Phone 3a,Nothing,Both,Snapdragon,7s Gen 3,4,LPDDR4X,UFS 2.2,Amoled,6.77,0,120,1300,"Panda Glass, ",387,5000,50,8.4,Glass,Plastic,201,04-03-2025,3,3,50,Samsung GN 9,8,Telephoto - 2x,50,,,"4, 30",32,"1, 30",3,828429,1179,3311,Stereo,0,64,25000
Nothing Phone 3a Lite,Nothing,Both,Mediatek,Dimensity 7300,4,LPDDR4X,UFS 2.2,Amoled,6.77,0,120,1300,"Panda Glass, ",392,5000,33,8.3,Glass,Plastic,199,27-11-2025,3,2,50,Samsung GN 9,8,Useless,2,,,"4, 30",16,"1, 30",3,675102,1003,2925,Mono,0,54,28000
Nothing Phone 3a Pro,Nothing,Both,Snapdragon,7s Gen 3,4,LPDDR4X,UFS 2.2,Amoled,6.77,0,120,1300,"Panda Glass, ",387,5000,50,8.4,Glass,Plastic,211,04-03-2025,3,3,50,Samsung GN 9,8,Telephoto - 3x,50,,,"4, 30",50,"1, 30",2,820097,1181,3302,Stereo,0,64,30000
Nothing Phone 4a,Nothing,Both,Snapdragon,7s Gen 4,4,LPDDR4X,UFS 3.1,Amoled,6.78,0,120,1600,"Corning, GG 7i",440,5400,50,8.6,Glass,Plastic,203,05-03-2026,3,3,50,Samsung GN 9,8,Telephoto - 3.5x,50,,,"4, 30",32,"1, 30",4,1163152,1281,3371,Stereo,0,64,40000
Nothing Phone 4a Pro,Nothing,Both,Snapdragon,7 Gen 4,4,LPDDR5X,UFS 3.1,Amoled,6.83,0,144,1600,"Corning, GG 7i",450,5400,50,8,Aluminium,Aluminium,210,05-03-2026,3,3,50,Sony LYT 700,8,Telephoto - 3.5x,50,,,"4, 30",32,"1, 30",3,1186813,1350,4112,Stereo,0,65,55000
Oneplus 12,OnePlus,Online,Snapdragon,8 Gen 3,4,LPDDR5X,UFS 4.0,Amoled,6.82,1,120,1600,"Corning, GG Victus 2",510,5400,100,9.2,Glass,Aluminium,220,05-12-2023,3,3,50,Sony LYT 808,48,Telephoto - 3x,64,,,"4, 60",32,"4, 30",3,1821801,1845,5964,Stereo,1,65,65000
Oneplus 12R,OnePlus,Online,Snapdragon,8 Gen 2,4,LPDDR5X,UFS 3.1,Amoled,6.78,1,120,1600,"Corning, GG Victus 2",450,5500,100,8.8,Glass,Aluminium,207,23-01-2024,3,2,50,Sony IMX 890,8,Useless,2,,,"4, 60",16,"1, 30",2,1518852,1568,5067,Stereo,0,64,46000
Oneplus 13,OnePlus,Online,Snapdragon,8 Elite,3,LPDDR5X,UFS 4.0,Amoled,6.82,1,120,1600,Ceramic Guard,510,6000,100,8.5,Leather,Aluminium,210,14-01-2025,3,3,50,Sony LYT 808,50,Telephoto - 3x,50,,,"4, 60",32,"4, 60",3,2690491,2974,8653,Stereo,1,69,70000
Oneplus 13R,OnePlus,Online,Snapdragon,8 Gen 3,4,LPDDR5X,UFS 4.0,Amoled,6.78,0,120,1600,"Corning, GG 7i",450,6000,80,8,Glass,Aluminium,206,14-01-2025,3,3,50,Sony LYT 700,8,Telephoto - 2x,50,,,"4, 60",16,"1, 30",2,2109299,2215,6498,Stereo,0,65,43000
Oneplus 13s,OnePlus,Online,Snapdragon,8 Elite,3,LPDDR5X,UFS 4.0,Amoled,6.32,0,120,1600,"Corning, GG 7i",460,5850,80,8.2,Glass,Aluminium,185,05-06-2025,2,2,50,Sony LYT 700,,Telephoto - 2x,50,,,"4, 60",32,"4, 30",3,2464087,2695,8762,Stereo,0,65,55000
Oneplus 15,OnePlus,Online,Snapdragon,8 Elite Gen 5,3,LPDDR5X,UFS 4.1,Amoled,6.78,0,165,1800,"Corning, GG 7i",450,7300,120,8.1,Glass,Aluminium,214,13-11-2025,3,3,50,Sony IMX 906,50,Telephoto - 3.5x,50,,,"4, 120",32,"4, 60",3,3833465,3644,10996,Stereo,1,69,86000
Oneplus 15R,OnePlus,Online,Snapdragon,8 Gen 5,3,LPDDR5X,UFS 4.1,Amoled,6.83,0,165,1800,"Corning, GG 7i",450,7400,80,8.3,Glass,Aluminium,213,17-12-2025,2,2,50,Sony IMX 906,8,,,,,"4, 120",32,"4, 30",3,3043315,2846,9775,Stereo,1,69,55000
Oneplus N6,OnePlus,Online,Mediatek,Dimensity 6360,6,LPDDR4X,UFS 2.2,IPS LCD,6.8,0,120,1200,,254,8000,45,8.9,Plastic,Plastic,224,30-06-2026,2,1,50,,,Useless,2,,,"1, 60",8,"1, 30",2,615400,788,1980,Mono,0,65,23000
Oneplus Nord 3,OnePlus,Online,Mediatek,Dimensity 9000,4,LPDDR5X,UFS 3.1,Amoled,6.74,0,120,,Dragon Trail,451,5000,80,8.2,Glass,Plastic,192,05-07-2023,3,2,50,Sony IMX 890,8,Useless,2,,,"4, 60",16,"1, 30",2,1039075,918,3058,Stereo,0,54,34000
Oneplus Nord 4,OnePlus,Online,Snapdragon,7+ Gen 3,4,LPDDR5X,UFS 4.0,Amoled,6.74,0,120,,,450,5500,100,8,Aluminium,Aluminium,200,16-07-2024,2,2,50,Sony LYT 600,8,,,,,"4, 60",16,"1, 30",3,1315874,1875,4934,Stereo,0,65,30000
Oneplus Nord 5,OnePlus,Online,Snapdragon,8s Gen 3,4,LPDDR5X,UFS 3.1,Amoled,6.83,0,144,1400,"Corning, GG 7i",450,6200,80,8.1,Glass,Plastic,211,08-07-2025,2,2,50,Sony LYT 700,8,,,,,"4, 60",50,"4, 60",3,1512943,1977,5112,Stereo,0,65,33000
Oneplus Nord 6,OnePlus,Online,Snapdragon,8s Gen 4,4,LPDDR5X,UFS 4.1,Amoled,6.78,0,165,1800,"OnePlus, Crystal Guard",450,9000,80,8.5,Plastic,Plastic,217,07-04-2026,2,2,50,Sony LYT 600,8,,,,,"4, 60",32,"4, 30",3,2428549,2149,7081,Stereo,0,69,43000
Oneplus Nord CE 3,OnePlus,Online,Snapdragon,782G,6,LPDDR4X,UFS 3.1,Amoled,6.7,0,120,950,,394,5000,80,8.2,Plastic,Plastic,184,05-07-2023,3,2,50,Sony IMX 890,8,Useless,2,,,"4, 30",16,"1, 30",2,708890,1122,2831,Stereo,0,54,27000
Oneplus Nord CE 3 Lite,OnePlus,Online,Snapdragon,695,6,LPDDR4X,UFS 2.2,IPS LCD,6.72,0,120,680,,391,5000,67,8.3,Plastic,Plastic,195,04-04-2023,3,1,108,Samsung HM 6,,Useless,2,Useless,2,"1, 30",16,"1, 30",2,421506,688,2044,Stereo,0,52,20000
Oneplus Nord CE 4,OnePlus,Online,Snapdragon,7 Gen 3,3,LPDDR4X,UFS 3.1,Amoled,6.7,0,120,900,"Panda Glass, ",394,5500,100,8.4,Plastic,Plastic,186,04-04-2024,2,2,50,Sony LYT 600,8,,,,,"4, 30",16,"1, 30",2,839564,1138,2950,Stereo,0,54,25000
Oneplus Nord CE 4 Lite,OnePlus,Online,Snapdragon,695,6,LPDDR4X,UFS 2.2,Amoled,6.67,0,120,1200,,395,5110,80,8.1,Plastic,Plastic,191,24-06-2024,2,1,50,Sony LYT 600,,Useless,2,,,"1, 30",16,"1, 30",3,481956,896,2002,Stereo,0,54,20000
Oneplus Nord CE 5,OnePlus,Online,Mediatek,Dimensity 8350,4,LPDDR5X,UFS 3.1,Amoled,6.77,0,120,1300,,387,7100,80,8.2,Plastic,Plastic,199,08-07-2025,2,2,50,,8,,,,,"4, 60",16,"1, 60",3,1412373,1317,4081,Mono,0,65,25000
Oneplus Nord CE 6,OnePlus,Online,Snapdragon,7s Gen 4,4,LPDDR4X,UFS 3.1,Amoled,6.78,0,144,1800,,450,8000,80,8.5,Plastic,Plastic,215,07-05-2026,2,1,50,Omnivision OV50D40,,Useless,2,,,"4, 30",32,"4, 30",3,1148866,1109,3220,Stereo,0,69,34000
Oneplus Nord CE 6 Lite,OnePlus,Online,Mediatek,Dimensity 7400,4,LPDDR4X,UFS 3.1,IPS LCD,6.72,0,144,1000,,391,7000,45,8.5,Plastic,Plastic,208,07-05-2026,2,1,50,Omnivision OV50D40,,Useless,2,,,"4, 30",8,"1, 30",2,848473,1042,2931,Stereo,0,64,26000
Oppo F31,Oppo,Offline,Mediatek,Dimensity 6300,6,LPDDR4X,UFS 2.2,Amoled,6.57,0,120,1400,,397,7000,80,8,Plastic,Plastic,185,15-09-2025,2,1,50,Omnivision OV50D40,,Useless,2,,,"1, 30",16,"1, 30",3,415000,736,2010,Stereo,0,69,23000
Oppo F31 Pro,Oppo,Offline,Mediatek,Dimensity 7300,4,LPDDR4X,UFS 3.1,Amoled,6.57,0,120,1400,,397,7000,80,8,Plastic,Plastic,190,15-09-2025,2,1,50,Omnivision OV50D40,,Useless,2,,,"4, 30",32,"1, 30",2,717999,1026,2392,Stereo,0,69,27000
Oppo F31Pro+,Oppo,Offline,Snapdragon,7 Gen 3,4,LPDDR4X,UFS 3.1,Amoled,6.8,0,120,1600,,453,7000,80,7.9,Plastic,Plastic,204,15-09-2025,2,1,50,Omnivision OV50D40,,Useless,2,,,"4, 30",32,"1, 30",3,1077896,731,2509,Stereo,0,69,33000
Oppo F33,Oppo,Offline,Mediatek,Dimensity 6360,6,LPDDR4X,UFS 2.2,Amoled,6.59,0,120,1400,,397,7000,80,8,Plastic,Plastic,189,15-04-2026,2,1,50,Omnivision OV50D40,,Useless,2,,,"1, 60",16,"1, 30",2,651333,784,2042,Stereo,0,69,32000
Oppo F33 Pro,Oppo,Offline,Mediatek,Dimensity 6360,6,LPDDR4X,UFS 2.2,Amoled,6.59,0,120,1400,,397,7000,80,8.3,Plastic,Plastic,194,15-04-2026,2,1,50,Omnivision OV50D40,,Useless,2,,,"1, 60",50,"1, 30",3,651333,784,2042,Stereo,0,69,38000
Oppo Find X8,Oppo,Flagship,Mediatek,Dimensity 9400,3,LPDDR5X,UFS 4.0,Amoled,6.59,0,120,1600,"Corning, GG 7i",460,5630,120,7.9,Glass,Aluminium,193,21-11-2024,3,3,50,Sony LYT 700,50,Telephoto - 3x,50,,,"4, 60",32,"4, 60",3,2751909,2676,8885,Stereo,1,69,70000
Oppo Find X8 Pro,Oppo,Flagship,Mediatek,Dimensity 9400,3,LPDDR5X,UFS 4.1,Amoled,6.78,1,120,1600,"Corning, GG 7i",450,5910,120,8.2,Glass,Aluminium,215,21-11-2024,4,3,50,Sony LYT 818,50,Telephoto - 6x,50,Telephoto - 3x,50,"4, 60",32,"4, 60",2,2701287,2643,8819,Stereo,1,69,100000
Oppo Find X9,Oppo,Flagship,Mediatek,Dimensity 9500,3,LPDDR5X,UFS 4.1,Amoled,6.59,0,120,1800,"Corning, GG 7i",460,7025,120,8,Glass,Aluminium,203,18-11-2025,3,3,50,Sony LYT 808,50,Telephoto - 3x,50,,,"4, 120",32,"4, 60",2,3756000,3042,9303,Stereo,1,69,85000
Oppo Find X9 Pro,Oppo,Flagship,Mediatek,Dimensity 9500,3,LPDDR5X,UFS 4.1,Amoled,6.78,0,120,1800,"Corning, GG Victus 2",450,7500,120,8.3,Glass,Aluminium,224,18-11-2025,3,3,50,Sony LYT 828,50,Telephoto - 3x,200,,,"4, 120",50,"4, 60",2,3563384,3291,9697,Stereo,1,69,110000
Oppo Find X9 Ultra,Oppo,Flagship,Snapdragon,8 Elite Gen 5,3,LPDDR5X,UFS 4.1,Amoled,6.8,0,144,1800,"Corning, GG Victus 2",510,7050,100,8.7,Glass,Aluminium,235,21-05-2026,4,4,200,Sony LYT 901,50,Telephoto - 3x,200,Telephoto - 10x,50,"4, 120",50,"4, 60",2,4110112,3584,10895,Stereo,1,69,170000
Oppo Find X9s,Oppo,Flagship,Mediatek,Dimensity 9500s,3,LPDDR5X,UFS 4.1,Amoled,6.6,0,120,1800,"Corning, GG 7i",460,7025,80,8,Glass,Aluminium,203,21-05-2026,3,3,50,Sony LYT 700,50,Telephoto - 3x,50,,,"4, 120",32,"4, 60",3,2952827,2550,7337,Stereo,0,69,80000
Oppo K13,Oppo,Online,Snapdragon,6 Gen 4,4,LPDDR4X,UFS 3.1,Amoled,6.67,0,120,,,395,7000,80,8.45,Plastic,Plastic,208,21-04-2025,2,1,50,Omnivision OV50D40,,Useless,2,,,"4, 60",16,"1, 30",2,789000,986,3088,Stereo,0,65,13000
Oppo K13 Turbo,Oppo,Online,Mediatek,Dimensity 8450,4,LPDDR5X,UFS 3.1,Amoled,6.8,0,120,1600,,453,7000,80,7.3,Plastic,Plastic,208,11-08-2025,2,1,50,Omnivision OV50D40,,Useless,2,,,"4, 60",16,"1, 30",3,1632669,1406,6007,Stereo,0,9,28000
Oppo K13 Turbo Pro,Oppo,Online,Snapdragon,8s Gen 4,4,LPDDR5X,UFS 4.0,Amoled,6.8,0,120,1600,,453,7000,80,7.3,Plastic,Plastic,209,11-08-2025,2,1,50,Omnivision OV50D40,,Useless,2,,,"4, 60",16,"1, 30",3,2021062,2156,6652,Stereo,0,9,38000
Oppo K13x,Oppo,Both,Mediatek,Dimensity 6300,6,LPDDR4X,UFS 2.2,IPS LCD,6.67,0,120,850,,264,6000,45,7.9,Plastic,Plastic,194,23-06-2025,2,1,50,,,Useless,2,,,"1, 60",8,"1, 30",4,447305,784,1984,Mono,0,65,12500
Oppo K14,Oppo,Both,Mediatek,Dimensity 6300,6,LPDDR4X,UFS 2.2,IPS LCD,6.75,0,120,1125,,256,7000,45,8.6,Plastic,Plastic,216,17-03-2026,2,1,50,,,Useless,2,,,"1, 60",8,"1, 30",3,615625,785,2015,Stereo,0,69,20000
Oppo K14x,Oppo,Both,Mediatek,Dimensity 6300,6,LPDDR4X,UFS 2.2,IPS LCD,6.75,0,120,700,,256,6500,45,8.6,Plastic,Plastic,212,10-02-2026,2,1,50,,,Useless,2,,,"1, 60",5,"1, 30",2,415000,750,1900,Mono,0,64,16000
Oppo Reno 14,Oppo,Offline,Mediatek,Dimensity 8350,4,LPDDR5X,UFS 3.1,Amoled,6.59,0,120,1200,"Corning, GG 7i",460,6000,80,7.3,Glass,Aluminium,187,06-07-2025,3,3,50,,8,Telephoto - 3.5x,50,,,"4, 60",50,"4, 60",2,1327873,1612,6404,Stereo,0,69,40000
Oppo Reno 14 Pro,Oppo,Offline,Mediatek,Dimensity 8450,4,LPDDR5X,UFS 3.1,Amoled,6.83,0,120,1200,"Corning, GG 7i",450,6200,80,7.5,Glass,Aluminium,201,06-07-2025,3,3,50,,50,Telephoto - 3.5x,50,,,"4, 60",50,"4, 60",2,1675507,1581,6206,Stereo,1,69,50000
Oppo Reno 15,Oppo,Offline,Snapdragon,7 Gen 4,4,LPDDR5X,UFS 3.1,Amoled,6.59,0,120,1200,"Corning, GG 7i",460,6500,80,7.8,Glass,Aluminium,197,08-01-2026,3,3,50,Sony IMX 882,8,Telephoto - 3.5x,50,,,"4, 60",50,"4, 60",3,1077092,1220,3958,Stereo,0,69,48000
Oppo Reno 15 Pro,Oppo,Offline,Mediatek,Dimensity 8450,4,LPDDR5X,UFS 3.1,Amoled,6.78,0,120,1800,"Corning, GG 7i",450,6500,80,7.7,Glass,Aluminium,205,08-01-2026,3,3,200,Samsung HP5,50,Telephoto - 3.5x,50,,,"4, 60",50,"4, 60",3,2094835,1668,6355,Stereo,0,69,68000
Oppo Reno 15 Pro Mini,Oppo,Offline,Mediatek,Dimensity 8450,4,LPDDR5X,UFS 3.1,Amoled,6.32,0,120,1800,"Corning, GG 7i",460,6200,80,8,Glass,Aluminium,187,08-01-2026,3,3,200,Samsung HP5,50,Telephoto - 3.5x,50,,,"4, 60",50,"4, 60",3,2077098,1620,6201,Stereo,0,69,60000
Oppo Reno 15c,Oppo,Offline,Snapdragon,6 Gen 1,4,LPDDR4X,UFS 3.1,Amoled,6.57,0,120,1400,"Corning, GG +",397,7000,80,8.1,Glass,Plastic,195,08-01-2026,3,2,50,Sony LYT 600,8,Useless,2,,,"4, 30",50,"4, 30",2,845599,942,2660,Stereo,0,69,42000
Oppo Reno 16,Oppo,Offline,Snapdragon,7 Gen 4,4,LPDDR5X,UFS 3.1,Amoled,6.32,0,120,1800,"Oppo, Crystal Guard",460,6700,80,8.2,Glass,Aluminium,188,02-07-2026,3,3,50,Sony LYT 600,50,Telephoto - 3.5x,50,,,"4, 60",50,"4, 60",3,1458076,1240,4006,Stereo,0,69,62000
Oppo Reno 16c,Oppo,Offline,Mediatek,Dimensity 7300,4,LPDDR4X,UFS 3.1,Amoled,6.57,0,120,1400,"Oppo, Crystal Guard",397,7000,80,8.4,Glass,Plastic,195,02-07-2026,3,3,50,Sony LYT 600,8,Telephoto - 3.5x,50,,,"4, 60",50,"4, 60",3,985594,1004,2933,Stereo,0,69,47000
Pixel 10,Google,Flagship,Tensor,G5,3,LPDDR5X,UFS 3.1,Amoled,6.3,0,120,2000,"Corning, GG Victus 2",422,4970,30,8.6,Glass,Aluminium,204,20-08-2025,3,3,48,Samsung ISOCELL GN8,13,Telephoto - 5x,10.8,,,"4, 60",10.5,"4, 60",4,987806,2250,6228,Stereo,0,68,80000
Pixel 10 Pro,Google,Flagship,Tensor,G5,3,LPDDR5X,UFS 4.0,Amoled,6.3,0,120,2200,"Corning, GG Victus 2",495,4870,30,8.5,Glass,Aluminium,207,20-08-2025,3,3,50,Samsung ISOCELL GNV,48,Telephoto - 5x,48,,,"4, 60",42,"4, 60",4,1067193,2313,6374,Stereo,0,68,110000
Pixel 10 Pro XL,Google,Flagship,Tensor,G5,3,LPDDR5X,UFS 4.0,Amoled,6.8,0,120,2200,"Corning, GG Victus 2",486,5200,45,8.5,Glass,Aluminium,232,20-08-2025,3,3,50,,48,Telephoto - 5x,48,,,"4, 60",42,"4, 60",4,1487691,2242,5981,Stereo,0,68,125000
Pixel 10a,Google,Flagship,Tensor,G4,4,LPDDR5X,UFS 3.1,Amoled,6.3,0,120,1800,"Corning, GG 7i",422,5100,45,9,Plastic,Aluminium,183,18-02-2026,2,2,48,,13,,,,,"4, 60",13,"4, 30",4,1237651,1704,4425,Stereo,1,68,56000
Pixel 9a,Google,Flagship,Tensor,G4,4,LPDDR5X,UFS 3.1,Amoled,6.3,0,120,1800,"Corning, GG 3",422,5100,23,8.9,Plastic,Aluminium,184,19-03-2025,2,2,48,,13,,,,,"4, 60",13,"4, 30",4,1237651,1704,4425,Stereo,1,68,50000
Poco C85,Xiaomi,Online,Mediatek,Dimensity 6300,6,LPDDR4X,UFS 2.2,IPS LCD,6.9,0,120,810,,254,6000,33,8,Plastic,Plastic,211,09-12-2025,2,1,50,,,Useless,2,,,"1, 30",8,"1, 30",3,467924,407,1368,Mono,0,64,12000
Poco F6,Xiaomi,Online,Snapdragon,8s Gen 3,4,LPDDR5X,UFS 4.0,Amoled,6.67,0,120,1200,"Corning, GG Victus",446,5000,90,8,Plastic,Plastic,179,23-05-2024,2,2,50,Sony IMX 882,8,,,,,"4, 60",20,"1, 60",2,1497886,1812,4883,Stereo,0,64,30000
Poco F7,Xiaomi,Online,Snapdragon,8s Gen 4,4,LPDDR5X,UFS 4.1,Amoled,6.83,0,120,1700,"Corning, GG 7i",447,7550,90,8.2,Glass,Aluminium,216,14-06-2025,2,2,50,Sony LYT 600,8,,,,,"4, 60",20,"1, 30",2,2024751,1937,6402,Stereo,0,69,32000
Poco M7 Plus,Xiaomi,Online,Snapdragon,6s Gen 3,6,LPDDR4X,UFS 2.2,IPS LCD,6.9,0,144,850,"Corning, GG 3",374,7000,33,8.4,Plastic,Plastic,217,13-08-2025,2,1,50,,,Useless,2,,,"1, 30",8,"1, 30",3,451225,926,2228,Mono,0,64,14000
